gender,age,education_level,income,employment_status,city,credit_score,experience_years,loan_amount,hired,loan_approved
Male,30,High School,79874.0,Employed,Metropolis,596.0,10,38040,No,Yes
Female,38,PhD,142158.0,Employed,Star City,471.0,10,23962,No,Yes
Female,26,PhD,178202.0,Employed,Gotham,388.0,0,83390,No,Yes
Male,52,High School,116257.0,Unemployed,Central City,525.0,33,89792,No,No
Male,59,PhD,160538.0,Employed,Central City,442.0,29,70665,No,No
Female,40,Bachelors,79635.0,Employed,Central City,353.0,13,80059,No,No
Male,57,Masters,143023.0,Employed,Metropolis,495.0,34,71324,No,No
Female,54,Bachelors,129837.0,Employed,Metropolis,788.0,26,37669,No,Yes
Female,34,Bachelors,47404.0,Employed,Central City,597.0,7,12597,No,Yes
Female,35,Masters,102629.0,Employed,Gotham,729.0,11,39210,No,No
Male,54,Masters,43156.0,Employed,Metropolis,836.0,23,70697,Yes,Yes
Female,50,High School,79999.0,Employed,Star City,799.0,22,11302,Yes,Yes
Male,57,Bachelors,174857.0,Unemployed,Metropolis,505.0,40,72583,Yes,Yes
Male,31,Bachelors,44694.0,Employed,Star City,436.0,12,87052,Yes,No
Female,52,Bachelors,197186.0,Employed,Star City,707.0,39,87790,No,Yes
Male,27,Bachelors,99549.0,Employed,Star City,578.0,7,78060,Yes,No
Female,22,Bachelors,62799.0,Employed,Metropolis,744.0,5,60240,Yes,Yes
Female,28,Bachelors,120288.0,Employed,Gotham,570.0,4,64857,Yes,Yes
Male,48,Bachelors,172228.0,Employed,Gotham,740.0,25,60478,No,Yes
Male,42,Bachelors,171376.0,Self-Employed,Gotham,527.0,21,17484,No,Yes
Male,49,High School,,Employed,Metropolis,426.0,19,89747,Yes,Yes
Male,37,Bachelors,107614.0,Employed,Gotham,569.0,17,99502,Yes,No
Male,44,PhD,163387.0,Employed,Gotham,786.0,19,68627,Yes,Yes
Female,41,Bachelors,128369.0,Unemployed,Gotham,847.0,17,13356,Yes,Yes
Male,59,PhD,42420.0,Employed,Star City,454.0,40,32600,Yes,No
Male,46,Masters,48312.0,Employed,Gotham,318.0,17,27451,Yes,No
Female,49,Masters,51395.0,Employed,Metropolis,724.0,27,13074,No,Yes
Male,26,Masters,70301.0,Self-Employed,Gotham,357.0,5,61642,Yes,No
Female,42,Masters,76972.0,Self-Employed,Star City,722.0,17,66696,Yes,Yes
Male,39,Bachelors,,Employed,Metropolis,847.0,17,40858,Yes,Yes
Male,27,Bachelors,110853.0,Employed,Gotham,401.0,5,45630,No,Yes
Female,50,Masters,150135.0,Employed,Metropolis,375.0,31,37654,Yes,Yes
Female,40,Bachelors,112504.0,Unemployed,Metropolis,365.0,17,68226,No,No
Female,54,Masters,52854.0,Self-Employed,Central City,450.0,26,24189,Yes,No
Female,22,High School,151373.0,Unemployed,Central City,736.0,0,65107,No,No
Female,24,Masters,100780.0,Self-Employed,Gotham,367.0,0,66020,Yes,Yes
Male,42,Bachelors,192001.0,Self-Employed,Star City,534.0,16,12560,No,Yes
Male,56,Bachelors,136458.0,Employed,Star City,397.0,34,47559,Yes,No
Female,24,Bachelors,87103.0,Self-Employed,Central City,308.0,2,34652,Yes,No
Female,46,Masters,93620.0,Employed,Gotham,803.0,24,62266,Yes,Yes
Female,59,Masters,119590.0,Unemployed,Gotham,789.0,33,74017,No,Yes
Male,41,Bachelors,114124.0,Employed,Gotham,726.0,19,73318,Yes,Yes
Male,55,Masters,74590.0,Employed,Metropolis,526.0,38,56299,Yes,No
Female,42,Bachelors,130196.0,Employed,Gotham,316.0,21,76548,Yes,No
Male,44,Bachelors,,Employed,Star City,527.0,26,96277,Yes,No
Female,27,High School,171693.0,Employed,Star City,537.0,5,46324,No,Yes
Female,34,High School,147781.0,Employed,Star City,680.0,9,12325,No,Yes
Male,44,Bachelors,,Employed,Metropolis,686.0,25,66109,No,Yes
Female,30,Bachelors,88786.0,Employed,Gotham,553.0,2,95908,Yes,No
Female,38,Masters,134919.0,Employed,Metropolis,607.0,13,28738,Yes,Yes
Male,23,Masters,67097.0,Employed,Metropolis,613.0,0,87695,Yes,Yes
Female,40,High School,151403.0,Self-Employed,Central City,600.0,20,86382,No,Yes
Male,40,Bachelors,64245.0,Employed,Gotham,,23,65845,Yes,No
Female,28,Bachelors,84841.0,Employed,Star City,349.0,9,86955,No,No
Male,41,Bachelors,55346.0,Employed,Metropolis,480.0,21,55355,Yes,Yes
Female,30,Bachelors,135633.0,Employed,Gotham,842.0,11,94314,No,Yes
Male,38,Bachelors,101980.0,Employed,Gotham,626.0,20,48310,Yes,Yes
Male,48,PhD,120417.0,Employed,Metropolis,802.0,21,26425,Yes,Yes
Female,23,Masters,106942.0,Employed,Metropolis,795.0,9,57419,Yes,Yes
Male,57,Bachelors,135147.0,Employed,Metropolis,545.0,39,28232,No,Yes
Male,40,Bachelors,120975.0,Employed,Gotham,842.0,17,85852,No,Yes
Female,38,Bachelors,35972.0,Employed,Central City,401.0,17,79727,Yes,No
Female,26,Masters,78063.0,Employed,Star City,529.0,0,66582,No,No
Female,39,Bachelors,160017.0,Unemployed,Central City,687.0,15,62018,No,No
Female,28,Bachelors,87055.0,Employed,Star City,510.0,4,23024,No,Yes
Male,38,Masters,172003.0,Employed,Star City,729.0,14,66045,Yes,Yes
Male,57,Bachelors,168774.0,Employed,Gotham,638.0,38,67548,Yes,Yes
Male,25,Bachelors,114834.0,Employed,Gotham,483.0,3,23599,Yes,Yes
Female,59,Bachelors,182612.0,Employed,Gotham,355.0,32,78870,No,Yes
Female,46,Bachelors,87450.0,Employed,Star City,581.0,19,95579,Yes,Yes
Female,26,Bachelors,95252.0,Employed,Metropolis,427.0,0,98999,Yes,No
Female,51,Bachelors,76904.0,Employed,Metropolis,807.0,32,85120,No,Yes
Male,33,Bachelors,82320.0,Employed,Central City,515.0,10,34459,No,No
Male,25,High School,61000.0,Employed,Metropolis,389.0,6,31755,No,No
Male,45,Masters,125341.0,Employed,Central City,613.0,35,15452,Yes,Yes
Male,50,Bachelors,,Self-Employed,Star City,532.0,24,31223,Yes,No
Male,30,High School,117636.0,Employed,Metropolis,546.0,9,83129,Yes,Yes
Female,25,Masters,30018.0,Employed,Gotham,741.0,8,90166,Yes,No
Male,45,Masters,161930.0,Employed,Star City,434.0,21,41361,Yes,Yes
Male,35,Masters,187064.0,Employed,Metropolis,301.0,11,96044,Yes,No
Male,26,Bachelors,193652.0,Employed,Star City,460.0,6,87539,Yes,Yes
Female,39,Bachelors,100916.0,Employed,Star City,439.0,27,70709,Yes,Yes
Female,40,Masters,196872.0,Self-Employed,Metropolis,603.0,20,69606,Yes,Yes
Male,33,Masters,149193.0,Employed,Metropolis,759.0,7,22215,Yes,Yes
Male,39,Bachelors,88770.0,Employed,Metropolis,424.0,14,51174,Yes,Yes
Female,38,PhD,67487.0,Employed,Metropolis,646.0,14,39859,No,No
Male,51,Bachelors,174015.0,Self-Employed,Metropolis,623.0,21,70585,Yes,Yes
Female,45,PhD,132342.0,Employed,Star City,706.0,22,53228,Yes,Yes
Female,32,Masters,91457.0,Employed,Metropolis,768.0,10,80655,No,Yes
Male,56,Masters,48836.0,Employed,Star City,463.0,34,73187,Yes,No
Male,44,PhD,,Employed,Metropolis,539.0,16,45076,Yes,No
Female,38,Masters,41394.0,Employed,Gotham,512.0,17,91537,Yes,Yes
Male,22,Bachelors,102158.0,Self-Employed,Gotham,448.0,0,80655,Yes,Yes
Male,36,Bachelors,154660.0,Employed,Star City,402.0,13,32120,Yes,No
Female,53,High School,140599.0,Employed,Gotham,482.0,28,76101,No,No
Female,30,Bachelors,55280.0,Self-Employed,Metropolis,804.0,12,71035,Yes,Yes
Female,36,Masters,154221.0,Employed,Star City,824.0,11,50407,No,Yes
Female,49,Bachelors,107318.0,Employed,Metropolis,679.0,32,22090,No,Yes
Male,45,Bachelors,162231.0,Employed,Metropolis,323.0,23,84528,Yes,No
Male,56,Bachelors,,Employed,Gotham,432.0,35,60430,No,Yes
Female,43,Masters,184512.0,Employed,Star City,349.0,21,38206,Yes,Yes
Female,48,High School,82712.0,Employed,Metropolis,325.0,22,55701,Yes,Yes
Male,40,Bachelors,139578.0,Unemployed,Gotham,310.0,19,33575,Yes,No
Female,33,Bachelors,167661.0,Self-Employed,Gotham,401.0,9,80620,No,Yes
Male,41,Masters,78241.0,Employed,Central City,310.0,20,62656,No,No
Male,22,Bachelors,53233.0,Employed,Metropolis,411.0,2,39300,Yes,Yes
Male,42,Masters,196083.0,Employed,Metropolis,466.0,27,24062,Yes,Yes
Male,22,Bachelors,38177.0,Employed,Gotham,706.0,1,53485,Yes,No
Male,31,Bachelors,195600.0,Employed,Metropolis,344.0,12,97533,Yes,No
Male,53,PhD,144506.0,Employed,Star City,658.0,33,20621,Yes,Yes
Male,43,High School,91351.0,Employed,Gotham,584.0,20,72258,Yes,Yes
Female,39,Bachelors,121908.0,Self-Employed,Star City,699.0,19,32901,Yes,Yes
Female,53,High School,81827.0,Employed,Star City,750.0,30,49673,Yes,Yes
Female,48,Bachelors,184580.0,Employed,Central City,743.0,24,23634,Yes,Yes
Female,49,Bachelors,110501.0,Employed,Gotham,687.0,22,37736,Yes,Yes
Male,39,Bachelors,98772.0,Employed,Central City,655.0,19,75912,Yes,Yes
Male,50,Bachelors,45611.0,Self-Employed,Metropolis,724.0,25,50910,Yes,Yes
Female,39,Bachelors,183354.0,Unemployed,Star City,305.0,19,60256,Yes,No
Male,29,Masters,71003.0,Employed,Gotham,740.0,7,65898,Yes,Yes
Female,52,Masters,172412.0,Employed,Star City,655.0,28,85875,No,Yes
Male,55,Bachelors,126629.0,Employed,Gotham,567.0,29,68957,No,Yes
Female,28,Bachelors,116643.0,Employed,Star City,516.0,11,97594,Yes,Yes
Male,57,Bachelors,104684.0,Employed,Central City,363.0,33,48010,No,No
Female,39,Bachelors,138610.0,Employed,Star City,741.0,23,78383,No,Yes
Male,59,Bachelors,,Employed,Star City,840.0,33,21659,No,Yes
Female,30,Bachelors,113035.0,Employed,Metropolis,574.0,14,83750,Yes,Yes
Male,30,Bachelors,48165.0,Employed,Metropolis,769.0,8,49430,Yes,Yes
Female,29,Bachelors,139322.0,Employed,Central City,515.0,10,62500,No,Yes
Female,56,Bachelors,179332.0,Employed,Gotham,493.0,28,90990,Yes,Yes
Male,39,PhD,84515.0,Employed,Gotham,312.0,11,19110,Yes,Yes
Female,26,Bachelors,139446.0,Employed,Metropolis,521.0,5,85707,No,Yes
Female,35,Masters,60480.0,Employed,Metropolis,695.0,8,43144,Yes,Yes
Male,49,Masters,89789.0,Employed,Metropolis,569.0,32,90920,Yes,No
Female,51,Bachelors,,Self-Employed,Gotham,597.0,30,49202,Yes,No
Female,25,Bachelors,89488.0,Self-Employed,Metropolis,731.0,0,35826,No,Yes
Female,41,Bachelors,197116.0,Self-Employed,Metropolis,707.0,15,52156,No,Yes
Male,46,High School,117457.0,Employed,Gotham,364.0,22,36246,Yes,No
Male,49,Bachelors,132476.0,Employed,Gotham,337.0,24,34004,Yes,Yes
Female,33,Masters,173908.0,Employed,Metropolis,327.0,12,91183,No,No
Female,23,High School,104525.0,Employed,Gotham,588.0,0,54100,No,Yes
Male,35,Bachelors,82648.0,Employed,Central City,536.0,17,21544,Yes,No
Female,43,Masters,43740.0,Employed,Gotham,425.0,23,21102,No,No
Male,52,Masters,125716.0,Employed,Star City,683.0,26,75491,No,Yes
Male,44,Bachelors,174174.0,Employed,Central City,625.0,20,32869,No,Yes
Male,41,Masters,,Unemployed,Metropolis,384.0,15,39541,No,No
Male,59,Bachelors,143917.0,Employed,Metropolis,545.0,33,28150,No,No
Female,25,Bachelors,191327.0,Self-Employed,Gotham,687.0,0,97425,No,Yes
Male,36,Bachelors,131630.0,Employed,Gotham,565.0,17,20556,Yes,Yes
Female,45,Bachelors,55221.0,Employed,Gotham,504.0,28,38552,No,Yes
Female,46,PhD,93265.0,Employed,Metropolis,527.0,20,62396,Yes,Yes
Female,22,High School,30719.0,Employed,Gotham,539.0,0,92463,No,No
Male,28,Bachelors,184212.0,Employed,Metropolis,372.0,8,21463,No,No
Male,52,Bachelors,162141.0,Employed,Central City,687.0,26,54623,No,No
Female,33,Bachelors,,Employed,Metropolis,677.0,16,40560,No,Yes
Female,26,High School,103285.0,Employed,Central City,511.0,1,24410,Yes,Yes
Male,59,Bachelors,42935.0,Employed,Metropolis,470.0,28,97967,Yes,No
Female,33,Masters,149362.0,Employed,Metropolis,451.0,10,68119,No,No
Female,39,Bachelors,74035.0,Employed,Metropolis,403.0,14,26351,Yes,No
Female,23,Bachelors,156687.0,Self-Employed,Central City,521.0,1,44388,No,Yes
Female,31,Bachelors,126256.0,Employed,Metropolis,581.0,7,24968,No,Yes
Female,36,Bachelors,189009.0,Employed,Gotham,687.0,16,84259,Yes,Yes
Male,51,Bachelors,48540.0,Employed,Star City,671.0,30,50596,No,No
Female,38,Masters,103480.0,Unemployed,Gotham,428.0,17,92808,No,No
Female,25,PhD,78702.0,Employed,Metropolis,703.0,3,69257,Yes,No
Male,28,Bachelors,108283.0,Employed,Central City,519.0,5,59544,Yes,No
Male,52,Bachelors,197979.0,Employed,Star City,472.0,24,52581,Yes,Yes
Male,55,Masters,176293.0,Employed,Gotham,771.0,34,46225,No,Yes
Female,27,Bachelors,84781.0,Employed,Gotham,752.0,7,12363,Yes,No
Female,59,Bachelors,37087.0,Employed,Central City,801.0,38,99274,Yes,Yes
Male,55,Bachelors,52789.0,Self-Employed,Central City,351.0,32,37436,Yes,No
Female,36,Masters,194472.0,Employed,Gotham,,16,43085,No,Yes
Male,35,Bachelors,163271.0,Self-Employed,Star City,320.0,13,32921,No,No
Female,27,Masters,117273.0,Self-Employed,Metropolis,405.0,7,88202,Yes,No
Female,58,Masters,145310.0,Employed,Metropolis,499.0,35,18896,Yes,Yes
Female,53,Bachelors,177816.0,Employed,Metropolis,651.0,25,23785,No,Yes
Male,24,Masters,128231.0,Employed,Metropolis,580.0,1,68385,No,Yes
Male,24,Masters,43894.0,Unemployed,Gotham,581.0,0,96164,No,No
Male,43,Bachelors,190232.0,Employed,Gotham,838.0,19,63805,Yes,Yes
Male,43,Bachelors,83095.0,Employed,Metropolis,544.0,21,49653,Yes,Yes
Female,31,High School,59272.0,Employed,Gotham,728.0,12,53469,No,No
Female,24,Bachelors,,Self-Employed,Metropolis,337.0,4,41903,No,No
Female,33,Bachelors,63645.0,Employed,Central City,718.0,11,79542,No,Yes
Female,50,Bachelors,142079.0,Employed,Star City,601.0,32,87538,Yes,Yes
Female,38,Bachelors,51179.0,Employed,Metropolis,370.0,16,57670,No,No
Female,28,Masters,,Employed,Central City,824.0,6,96562,Yes,Yes
Female,34,Bachelors,159436.0,Employed,Metropolis,473.0,10,61279,Yes,No
Female,23,Bachelors,75311.0,Self-Employed,Gotham,389.0,0,23950,No,No
Male,25,Bachelors,125381.0,Employed,Central City,667.0,5,39763,No,Yes
Male,31,Bachelors,54967.0,Employed,Metropolis,,2,61901,Yes,No
Male,45,Bachelors,58478.0,Employed,Gotham,361.0,19,67587,No,Yes
Female,38,Bachelors,70332.0,Employed,Metropolis,618.0,16,34584,No,Yes
Female,27,Bachelors,168138.0,Employed,Metropolis,359.0,1,58284,Yes,No
Male,40,Masters,69313.0,Employed,Gotham,404.0,18,30038,Yes,No
Female,26,Masters,,Employed,Central City,538.0,4,57567,No,Yes
Female,53,Bachelors,75900.0,Employed,Gotham,761.0,28,70037,No,Yes
Male,31,Masters,156861.0,Employed,Central City,426.0,9,52283,Yes,No
Male,30,Masters,71098.0,Employed,Central City,382.0,8,48207,No,No
Female,48,Bachelors,,Employed,Metropolis,519.0,21,53256,No,No
Male,34,PhD,199173.0,Employed,Gotham,707.0,14,59148,Yes,Yes
Female,40,Masters,186131.0,Employed,Gotham,729.0,9,61522,Yes,Yes
Male,42,Bachelors,126784.0,Employed,Gotham,812.0,27,45371,Yes,Yes
Female,45,Bachelors,70626.0,Employed,Metropolis,378.0,25,15747,No,No
Female,59,Bachelors,50703.0,Employed,Central City,364.0,40,33949,No,No
Female,25,Bachelors,133693.0,Employed,Star City,482.0,5,60403,No,Yes
Female,45,Masters,164277.0,Self-Employed,Gotham,365.0,22,12966,Yes,Yes
Male,56,Bachelors,196001.0,Employed,Gotham,507.0,30,54088,No,Yes
Male,24,Masters,194483.0,Employed,Metropolis,353.0,1,83107,No,Yes
Male,25,Masters,41628.0,Employed,Gotham,520.0,6,29391,No,No
Female,58,Masters,133655.0,Employed,Central City,535.0,32,66965,No,Yes
Female,56,Masters,36518.0,Employed,Star City,737.0,34,49974,Yes,No
Female,52,High School,199563.0,Employed,Metropolis,402.0,22,30581,Yes,Yes
Male,46,Bachelors,169018.0,Employed,Gotham,735.0,20,55272,No,Yes
Male,34,Masters,30610.0,Employed,Gotham,720.0,8,14025,No,Yes
Male,25,High School,,Employed,Metropolis,407.0,9,47025,Yes,No
Male,35,High School,156419.0,Employed,Metropolis,823.0,7,57390,No,Yes
Female,34,Masters,71876.0,Employed,Gotham,742.0,13,79489,No,Yes
Male,48,Masters,80333.0,Self-Employed,Gotham,805.0,32,28678,Yes,Yes
Male,27,Bachelors,114192.0,Employed,Metropolis,703.0,9,16317,No,No
Female,38,Masters,71811.0,Employed,Metropolis,642.0,22,46235,Yes,Yes
Male,57,Masters,100072.0,Employed,Metropolis,626.0,40,92952,Yes,Yes
Male,56,Bachelors,145407.0,Employed,Metropolis,513.0,34,72348,No,No
Female,38,High School,72974.0,Employed,Gotham,621.0,17,77007,Yes,Yes
Male,23,PhD,180928.0,Employed,Metropolis,377.0,1,80649,Yes,Yes
Female,34,Bachelors,,Employed,Metropolis,354.0,13,41507,No,No
Female,23,Bachelors,75823.0,Employed,Star City,370.0,2,72784,No,No
Female,49,Bachelors,128863.0,Employed,Metropolis,367.0,33,63223,No,No
Male,47,Masters,130037.0,Employed,Gotham,479.0,26,17739,Yes,No
Female,43,Bachelors,97078.0,Self-Employed,Central City,679.0,17,76684,Yes,Yes
Male,24,Bachelors,137767.0,Employed,Gotham,749.0,4,34616,No,Yes
Male,56,Bachelors,97951.0,Self-Employed,Star City,560.0,36,98400,Yes,Yes
Male,33,PhD,139287.0,Employed,Gotham,746.0,7,95676,No,Yes
Female,45,Bachelors,173977.0,Self-Employed,Metropolis,430.0,19,75283,Yes,Yes
Male,26,Bachelors,51601.0,Employed,Gotham,533.0,7,25545,Yes,Yes
Male,41,PhD,133691.0,Employed,Gotham,453.0,16,50176,Yes,No
Female,34,Bachelors,78435.0,Employed,Metropolis,629.0,10,21602,No,Yes
Male,33,PhD,185116.0,Employed,Gotham,352.0,9,66413,Yes,No
Male,34,PhD,41246.0,Employed,Central City,767.0,12,86694,Yes,Yes
Male,31,Masters,32458.0,Employed,Metropolis,712.0,13,72526,Yes,Yes
Male,54,Bachelors,36028.0,Self-Employed,Gotham,313.0,34,88839,Yes,No
Male,37,Masters,149247.0,Employed,Gotham,795.0,13,33047,Yes,Yes
Male,56,Masters,81901.0,Employed,Star City,816.0,39,46564,No,Yes
Female,24,PhD,167378.0,Employed,Star City,667.0,5,78983,Yes,Yes
Male,26,Bachelors,136555.0,Employed,Star City,838.0,7,18276,Yes,Yes
Male,47,Masters,57678.0,Employed,Metropolis,751.0,28,87146,Yes,Yes
Female,32,Bachelors,120444.0,Employed,Metropolis,840.0,7,22737,Yes,Yes
Male,28,Bachelors,42363.0,Unemployed,Metropolis,814.0,2,14457,No,No
Female,31,Bachelors,175138.0,Employed,Gotham,780.0,7,64522,Yes,Yes
Male,55,Masters,93804.0,Employed,Star City,713.0,36,21151,Yes,No
Male,24,Bachelors,144433.0,Employed,Central City,527.0,0,85958,Yes,Yes
Male,29,Bachelors,78544.0,Unemployed,Gotham,436.0,1,20915,No,No
Male,52,PhD,128247.0,Employed,Gotham,539.0,22,78175,Yes,Yes
Male,32,Bachelors,30189.0,Self-Employed,Gotham,771.0,4,35606,No,Yes
Male,28,Masters,41752.0,Employed,Metropolis,817.0,2,23698,Yes,Yes
Male,23,Bachelors,37482.0,Employed,Gotham,760.0,1,60082,Yes,Yes
Male,27,Bachelors,46679.0,Employed,Gotham,604.0,0,23681,Yes,Yes
Male,53,Masters,153056.0,Employed,Central City,480.0,33,73011,No,No
Male,41,PhD,30799.0,Employed,Metropolis,329.0,19,23050,No,No
Male,55,Bachelors,151691.0,Employed,Central City,339.0,24,57182,Yes,No
Male,37,Masters,171006.0,Employed,Gotham,486.0,14,81438,Yes,Yes
Female,46,High School,87558.0,Self-Employed,Metropolis,618.0,24,97747,No,No
Male,33,Bachelors,89223.0,Self-Employed,Metropolis,526.0,18,30193,No,Yes
Female,28,Bachelors,71556.0,Self-Employed,Metropolis,623.0,6,85321,No,No
Female,38,High School,170981.0,Self-Employed,Gotham,342.0,8,89842,No,No
Male,32,Bachelors,121467.0,Employed,Metropolis,577.0,10,25017,Yes,No
Female,27,Bachelors,140719.0,Employed,Gotham,618.0,5,84848,No,Yes
Female,44,High School,121404.0,Self-Employed,Central City,473.0,24,36257,No,Yes
Male,48,Bachelors,73558.0,Employed,Gotham,340.0,36,11924,No,No
Male,27,Bachelors,189085.0,Employed,Star City,708.0,2,12440,No,Yes
Female,59,Bachelors,133018.0,Employed,Metropolis,622.0,34,71907,No,Yes
Female,23,PhD,183947.0,Employed,Gotham,479.0,2,98933,Yes,No
Male,43,Masters,41408.0,Employed,Metropolis,458.0,28,46210,Yes,No
Male,41,Bachelors,65607.0,Employed,Star City,336.0,21,74904,Yes,No
Male,46,PhD,91684.0,Employed,Metropolis,705.0,22,40737,No,Yes
Male,36,Masters,197353.0,Unemployed,Gotham,838.0,17,93127,Yes,Yes
Female,50,Bachelors,57326.0,Employed,Gotham,675.0,35,68510,No,No
Male,29,Bachelors,43601.0,Employed,Gotham,555.0,3,81118,No,Yes
Male,58,Masters,154594.0,Employed,Star City,577.0,31,75018,No,Yes
Female,54,Bachelors,31135.0,Self-Employed,Metropolis,548.0,32,18354,No,Yes
Male,43,Masters,183813.0,Employed,Metropolis,316.0,22,80183,Yes,No
Male,26,Masters,41913.0,Employed,Star City,667.0,9,90050,Yes,Yes
Female,39,Masters,40101.0,Unemployed,Gotham,424.0,15,59019,Yes,No
Female,59,PhD,179703.0,Employed,Gotham,611.0,38,52043,No,Yes
Male,58,Bachelors,132820.0,Self-Employed,Metropolis,511.0,40,23539,Yes,Yes
Male,51,Bachelors,197942.0,Employed,Star City,771.0,29,53575,No,Yes
Male,52,Masters,188287.0,Employed,Central City,714.0,28,20985,Yes,Yes
Male,31,Bachelors,92110.0,Employed,Gotham,799.0,11,24419,No,Yes
Male,36,Masters,49215.0,Employed,Star City,480.0,12,86840,Yes,No
Male,39,PhD,,Employed,Gotham,688.0,18,57640,No,Yes
Male,44,Masters,106949.0,Unemployed,Metropolis,486.0,21,55437,Yes,No
Male,54,Bachelors,111855.0,Unemployed,Metropolis,767.0,31,50028,No,Yes
Male,37,Bachelors,136279.0,Unemployed,Gotham,756.0,13,35814,No,No
Male,59,Bachelors,171583.0,Employed,Gotham,433.0,34,38552,No,No
Male,56,Bachelors,151898.0,Unemployed,Star City,474.0,37,85992,Yes,No
Male,55,Masters,180995.0,Employed,Gotham,560.0,33,56453,No,Yes
Male,49,Masters,171630.0,Self-Employed,Central City,616.0,32,49724,No,Yes
Female,23,Masters,,Employed,Gotham,568.0,0,58576,Yes,No
Female,51,Bachelors,31753.0,Employed,Gotham,769.0,26,39317,No,No
Female,34,Bachelors,187320.0,Unemployed,Metropolis,523.0,9,20159,No,Yes
Female,37,Masters,44656.0,Self-Employed,Gotham,551.0,13,75742,No,No
Male,26,Bachelors,53266.0,Employed,Star City,363.0,0,45590,No,No
Male,49,Bachelors,94555.0,Employed,Metropolis,763.0,20,35409,Yes,Yes
Male,41,Masters,92995.0,Employed,Central City,423.0,21,30705,Yes,No
Female,45,Masters,108277.0,Employed,Central City,537.0,20,89650,No,No
Female,48,Bachelors,132345.0,Employed,Gotham,374.0,28,69201,No,No
Male,51,Masters,126111.0,Employed,Metropolis,741.0,24,65985,Yes,Yes
Male,48,Bachelors,95402.0,Employed,Metropolis,799.0,19,74898,Yes,Yes
Male,47,PhD,153747.0,Employed,Metropolis,821.0,25,98169,Yes,Yes
Male,28,Bachelors,44418.0,Employed,Metropolis,567.0,8,95067,No,No
Female,59,High School,67185.0,Employed,Gotham,786.0,34,47379,Yes,Yes
Female,26,Masters,71745.0,Employed,Metropolis,349.0,0,88010,Yes,No
Male,44,Bachelors,110123.0,Employed,Star City,358.0,26,50902,No,No
Female,49,Masters,117804.0,Employed,Metropolis,753.0,26,57635,Yes,Yes
Female,55,Masters,198425.0,Employed,Metropolis,371.0,29,13719,Yes,No
Male,36,Masters,141055.0,Employed,Gotham,489.0,8,98014,Yes,No
Male,53,PhD,149097.0,Employed,Central City,455.0,28,55703,No,No
Male,47,Bachelors,78302.0,Employed,Gotham,384.0,23,28449,Yes,No
