gender,age,income,education,credit_score,employment_years,loan_amount,loan_approved
Male,53,39711,Master,433,13,49904,1
Male,59,52938,High School,504,16,86881,1
Female,26,75197,Bachelor,796,11,447049,0
Female,24,72675,Bachelor,450,11,33118,0
Female,35,41734,Master,813,0,166652,1
Male,26,47965,Bachelor,300,5,111946,0
Male,23,42218,High School,613,38,281105,1
Female,23,65330,Bachelor,687,13,93126,1
Male,62,66147,Bachelor,742,39,304405,1
Male,39,48866,Master,783,16,483911,1
Female,34,53296,High School,564,33,418053,0
Female,32,21194,PhD,625,34,344967,1
Male,26,47381,Bachelor,712,37,233475,1
Male,23,54058,Bachelor,674,8,142308,1
Male,40,70667,Bachelor,460,23,180005,0
Female,34,37776,Master,474,11,256053,0
Female,49,16074,High School,655,15,450855,0
Female,49,53184,High School,338,21,156604,0
Female,54,52049,Bachelor,649,35,367854,1
Male,20,35455,Master,630,22,326908,1
Female,33,41959,High School,774,14,327117,0
Female,19,59638,High School,326,4,471908,0
Female,69,17892,High School,566,36,257007,0
Female,20,68285,Bachelor,497,37,27576,0
Female,58,44735,Bachelor,330,30,443122,0
Male,68,51493,High School,733,34,432651,1
Male,31,58870,Bachelor,561,35,43721,1
Female,31,52877,Bachelor,717,4,412751,0
Male,47,42459,High School,565,33,105592,0
Female,66,65688,Bachelor,435,11,8591,0
Female,57,51459,Master,783,37,440150,1
Male,66,35221,High School,443,3,49131,0
Male,44,65268,High School,338,37,86488,1
Female,34,15098,PhD,604,31,403346,0
Female,56,51861,High School,562,33,270915,0
Female,26,66433,Bachelor,315,5,445673,0
Male,53,57129,Bachelor,651,4,130745,1
Female,27,56642,Bachelor,691,7,318756,0
Female,46,37943,Master,325,4,375407,0
Female,21,39369,High School,591,10,182614,0
Male,38,54416,High School,522,14,249587,0
Female,54,59627,High School,658,14,253677,1
Female,19,72246,Bachelor,422,8,123288,0
Male,32,44832,PhD,383,34,276973,0
Female,45,66464,High School,452,30,412293,0
Female,42,31745,Master,337,14,274272,0
Male,43,62179,High School,477,24,213494,1
Female,26,58082,High School,777,5,237027,1
Male,47,30524,PhD,486,8,210604,0
Male,26,55079,Bachelor,521,37,437761,1
Female,18,44616,High School,814,30,240343,0
Female,29,55817,High School,306,32,353265,0
Female,62,36877,High School,770,11,450943,0
Female,69,48672,Bachelor,584,37,66246,0
Male,30,44148,High School,602,16,380232,0
Female,31,43529,Bachelor,830,0,417873,0
Male,27,36231,High School,518,32,16462,0
Female,34,60786,High School,810,30,165601,0
Female,34,80427,Bachelor,839,29,274483,0
Female,48,52085,Bachelor,446,29,230432,0
Male,63,79902,High School,563,22,264875,1
Female,66,59312,High School,630,16,426454,0
Female,68,35382,High School,347,20,119661,1
Female,43,58588,Bachelor,572,7,150398,0
Female,52,48698,Bachelor,373,6,462045,0
Male,53,61537,Bachelor,536,16,113612,0
Female,28,43288,High School,724,34,104625,1
Male,33,64381,High School,489,31,182688,1
Male,46,33309,High School,555,34,146505,1
Male,62,52864,High School,355,25,441081,0
Male,35,45771,Bachelor,305,2,6423,0
Male,28,58556,Bachelor,613,8,58010,0
Male,28,44335,High School,475,0,258513,0
Female,26,25215,High School,317,2,346599,0
Male,42,35712,High School,626,12,166217,1
Male,49,44693,High School,423,22,258366,0
Male,51,37216,High School,374,34,320834,0
Female,20,59037,Bachelor,717,16,287291,1
Female,31,51903,High School,303,7,267415,0
Male,65,30691,Master,540,25,135100,1
Female,57,48893,Bachelor,590,24,56742,0
Male,42,37368,High School,708,11,381510,1
Male,33,51236,Master,658,16,245411,1
Female,53,54047,Bachelor,588,26,357361,1
Male,26,61194,Master,772,37,25066,1
Female,21,54225,High School,344,23,464631,0
Female,62,59035,Bachelor,770,11,457624,1
Male,19,19929,Bachelor,425,38,220447,0
Male,42,18705,High School,733,10,241136,0
Female,67,43714,Bachelor,557,24,420733,0
Male,39,46915,High School,656,0,359856,0
Male,22,64513,Bachelor,498,23,316860,0
Male,66,48556,Bachelor,625,4,385967,1
Female,38,48497,Bachelor,700,28,159818,1
Female,27,54841,High School,398,27,227259,0
Male,40,42390,High School,324,19,417105,0
Female,44,62208,Bachelor,704,23,370077,1
Female,47,59783,PhD,422,10,322863,0
Female,21,43099,High School,353,9,496196,0
Female,23,40549,High School,532,22,146494,0
Female,43,28818,Bachelor,461,17,344073,0
Male,27,69087,High School,803,4,423276,1
Male,66,68769,High School,398,8,44147,0
Male,22,53052,Bachelor,477,3,224231,0
Female,56,52031,High School,754,36,488657,1
Female,54,36081,Bachelor,317,11,413439,0
Male,57,64729,High School,737,13,243674,1
Female,18,50755,Master,812,7,382605,1
Male,51,24529,Bachelor,365,17,18302,0
Male,65,57125,Master,743,21,238301,0
Male,25,41944,High School,425,24,121597,1
Female,38,39002,High School,642,38,102301,1
Female,48,37046,High School,352,6,441710,0
Male,64,39685,Bachelor,336,9,434055,0
Male,40,58191,Bachelor,481,15,67016,0
Male,28,43896,Bachelor,698,31,265174,1
Male,33,51359,High School,458,0,151435,0
Female,44,66263,Bachelor,422,10,456055,0
Female,24,50148,Bachelor,750,13,397549,1
Male,66,62955,Bachelor,679,7,96186,1
Male,41,71518,High School,517,0,370987,0
Female,49,28617,Bachelor,758,29,434473,1
Female,52,62965,High School,353,18,424868,0
Male,48,74982,Bachelor,805,24,281198,1
Male,64,57899,High School,441,28,55281,0
Male,46,46538,Bachelor,775,5,491024,1
Female,21,63058,Bachelor,583,13,498242,1
Female,52,45965,Bachelor,602,39,241829,0
Female,28,97579,Bachelor,582,26,13456,0
Male,51,55483,High School,796,26,165243,1
Male,56,15000,Bachelor,716,18,176484,0
Female,32,36318,Master,434,28,19044,0
Female,31,60799,Bachelor,414,39,169044,0
Male,38,36885,Bachelor,391,6,206850,0
Female,24,35635,Bachelor,638,6,254663,0
Female,34,51164,High School,662,34,325437,0
Male,59,52861,Bachelor,692,9,337607,1
Female,35,45877,High School,523,30,482270,0
Male,31,52399,High School,611,15,257229,1
Male,55,89740,Bachelor,439,24,175235,1
Male,46,39460,Bachelor,802,23,286390,1
Male,68,34260,PhD,432,20,107826,1
Male,27,41203,High School,319,6,178723,0
Male,34,62557,Bachelor,618,18,69589,0
Male,49,57569,Bachelor,769,33,483254,1
Female,68,34602,High School,622,5,442847,0
Male,37,40532,Master,632,39,435840,1
Male,34,57860,PhD,577,25,382266,1
Female,63,26410,Bachelor,818,30,399449,0
Female,24,59014,High School,743,23,203745,1
Female,68,58502,Master,390,16,112826,0
Male,56,58930,High School,527,11,495786,1
Female,61,46010,Master,845,28,320265,0
Male,47,52221,Master,628,28,83582,1
Male,55,57564,Bachelor,481,4,420430,0
Male,57,48615,Master,419,0,156389,0
Male,58,25232,High School,471,12,177034,0
Female,67,78167,Master,564,7,451940,0
Female,27,50120,Bachelor,305,13,433297,0
Male,49,58567,Bachelor,504,8,416049,1
Male,43,54555,Bachelor,355,28,442365,1
Male,65,87482,Bachelor,371,28,421754,1
Female,34,38118,High School,651,31,101985,1
Male,18,67739,High School,531,14,398375,0
Male,56,48552,High School,849,34,276923,1
Female,43,32073,Bachelor,779,19,474620,0
Female,47,46303,High School,498,26,311497,0
Male,26,75798,Bachelor,701,22,103682,1
Female,61,43370,Bachelor,600,20,369889,0
Female,50,44366,PhD,781,32,148424,1
Male,43,27325,Master,555,18,117366,1
Female,59,64141,Bachelor,430,21,16623,0
Male,27,59197,Bachelor,631,18,215158,1
Female,59,45514,Master,430,19,131145,0
Male,49,39883,High School,633,21,485935,0
Male,56,46897,Master,712,39,106001,1
Male,64,40106,High School,546,28,31923,1
Female,59,56721,PhD,740,7,123486,0
Male,65,66651,Master,443,23,120090,1
Female,65,66525,Bachelor,491,3,114867,1
Male,69,77286,High School,646,5,384369,1
Male,50,76270,High School,370,38,181885,1
Female,44,34253,Master,598,27,245318,0
Male,60,23528,PhD,768,17,236679,1
Male,46,52210,High School,478,14,350302,1
Female,36,34662,Bachelor,828,16,219983,1
Male,35,39209,Bachelor,615,17,295430,1
Male,52,56161,Bachelor,325,9,438630,0
Male,64,57830,Bachelor,645,23,126054,0
Male,45,45414,Bachelor,595,6,405208,0
Female,55,59169,Bachelor,553,19,483386,0
Female,27,68242,Master,849,35,63405,0
Male,20,62601,Bachelor,554,8,248178,0
Female,59,42568,High School,315,25,61175,0
Male,46,51726,High School,593,27,465359,1
Female,33,48650,Bachelor,436,8,359588,0
Male,53,39013,Bachelor,609,33,18162,0
Male,18,68585,High School,572,18,13661,1
Male,35,46608,Bachelor,602,26,299988,0
Male,21,31020,Bachelor,580,19,228433,0
Male,22,49340,High School,426,21,405640,0
Male,38,33494,High School,396,4,111345,0
Female,21,21832,Master,717,32,160193,0
Male,68,54447,Master,828,32,88837,1
Female,37,26476,High School,671,23,90738,1
Male,36,63959,High School,301,4,8109,0
Female,52,66817,High School,570,7,72615,0
Female,69,68597,Master,762,34,209546,1
Female,62,56852,Bachelor,817,38,101095,1
Male,41,43225,Master,835,0,106489,1
Male,37,45035,Master,506,28,66581,0
Female,67,42509,Bachelor,462,21,377251,0
Male,45,22699,Bachelor,759,21,72623,1
Female,55,75005,Master,778,3,153028,1
Male,41,60815,Master,557,11,311303,1
Female,37,37034,Bachelor,805,39,329898,1
Female,41,48439,Bachelor,588,3,402592,1
Male,23,49530,Bachelor,413,14,165154,0
Female,55,53390,High School,400,9,452334,0
Male,42,48321,Bachelor,572,17,497806,1
Female,49,53017,PhD,490,9,21334,0
Female,34,34489,High School,738,25,463127,1
Male,34,50276,High School,585,17,391947,1
Male,22,56356,Bachelor,644,22,63461,1
Male,34,64555,Master,652,28,328019,1
Female,26,24914,Bachelor,701,26,347497,1
Male,37,62465,High School,804,36,154267,1
Female,19,38990,Bachelor,653,39,144785,0
Female,36,44405,Bachelor,678,6,320267,0
Male,26,63734,Bachelor,457,5,272367,1
Male,57,58873,High School,609,34,422679,1
Female,36,57222,Bachelor,349,10,309092,0
Female,62,58587,Bachelor,602,2,480928,0
Male,21,48242,Bachelor,698,14,29641,1
Male,23,43509,Bachelor,428,27,210793,0
Male,53,78402,High School,728,11,413446,0
Male,28,48982,Bachelor,732,35,382471,0
Male,38,86840,High School,747,24,76700,1
Female,59,47892,Bachelor,701,39,364521,1
Female,65,31284,Master,452,32,120813,0
Female,42,31930,Bachelor,458,32,161479,0
Female,47,53067,High School,427,20,327478,0
Male,35,53329,Master,394,9,461822,0
Male,42,63492,High School,630,36,303148,1
Male,68,72191,Master,503,22,153871,1
Female,38,47180,High School,780,32,366177,0
Female,40,41325,PhD,601,12,281576,0
Male,47,70427,Bachelor,394,10,56524,1
Male,61,28422,PhD,841,23,367086,1
Female,63,15000,High School,363,35,107384,0
Female,35,56886,High School,592,12,301905,0
Male,69,39246,Bachelor,810,0,31255,1
Male,50,41140,High School,732,10,425897,1
Female,62,53638,Bachelor,402,34,229243,0
Male,52,44201,Bachelor,823,12,397392,1
Male,63,62598,High School,781,14,278206,1
Male,39,43978,Master,821,18,449900,1
Female,67,27735,Bachelor,566,30,289687,0
Female,41,32703,High School,744,8,372647,1
Female,40,49176,PhD,668,10,180603,0
Female,68,87666,PhD,344,3,207753,0
Female,18,53936,Bachelor,718,22,200377,1
Female,32,52011,High School,486,17,134544,0
Female,65,82755,Master,655,21,368923,0
Male,45,46639,High School,667,3,409643,1
Male,59,48123,Master,834,10,190064,1
Male,37,42134,Master,592,29,214656,0
Male,53,45575,Bachelor,638,15,113103,1
Male,60,55615,High School,523,37,369151,1
Male,33,86301,Bachelor,822,36,46389,1
Male,22,36092,High School,551,18,341201,1
Female,68,30115,Bachelor,807,10,267999,0
Female,60,53387,PhD,717,38,187542,0
Male,67,65733,High School,480,22,469819,0
Male,32,33487,High School,515,0,274920,0
Female,19,46333,PhD,429,2,425686,0
Male,41,62747,High School,735,20,344373,1
Male,30,45561,High School,798,14,309202,1
Female,40,71056,Bachelor,334,0,394426,0
Male,29,30706,Bachelor,782,22,30922,1
Female,63,59018,High School,392,38,327892,0
Male,50,45880,Bachelor,506,18,86850,1
Female,61,51027,Bachelor,733,13,343701,0
Female,62,47357,Master,813,4,359257,0
Female,42,73862,Bachelor,687,17,373850,1
Male,52,58367,Bachelor,673,21,464115,1
Female,52,58817,Bachelor,346,36,37855,0
Male,18,30238,High School,392,23,235949,0
Male,60,65635,High School,601,4,249022,1
Male,21,58482,High School,784,33,436228,1
Male,48,36229,High School,810,25,310201,1
Female,45,44947,High School,597,4,227734,0
Female,28,19727,High School,776,3,143621,0
Male,49,63257,Bachelor,599,14,407853,1
Male,19,44797,Bachelor,496,35,408523,1
Female,68,68000,Master,766,8,274935,0
Male,61,59646,High School,657,31,341457,1
Female,30,50436,High School,738,29,108874,1
Male,34,71436,Master,693,20,346757,1
Male,68,52322,Bachelor,718,18,342720,1
Female,21,38236,Bachelor,348,2,221650,0
Male,48,62642,High School,337,20,355081,0
Female,55,32432,High School,770,13,11712,0
Male,20,51939,High School,407,16,285999,0
Male,60,61139,Bachelor,807,15,370684,1
Male,29,56160,Master,709,39,391239,1
Female,61,42293,Bachelor,414,24,425834,0
Male,35,30581,High School,722,12,197392,0
Male,47,56846,Bachelor,658,36,421738,1
Male,63,58067,Bachelor,785,36,314663,1
Male,28,35179,High School,625,19,381362,1
Female,41,65851,Master,456,12,14892,0
Female,38,15167,Bachelor,690,24,446436,1
Male,66,17396,High School,549,15,229114,1
Female,65,52362,High School,731,18,89705,1
Male,52,57160,Bachelor,823,37,402851,1
Male,21,52497,High School,610,33,233270,1
Male,43,17916,Bachelor,682,34,272515,1
Female,25,55019,Master,546,32,279121,0
Female,41,58767,High School,783,9,12821,1
Female,60,62613,High School,307,3,244848,0
Female,62,83922,High School,819,3,419231,1
Female,29,15000,Bachelor,479,25,441279,0
Female,22,56796,High School,610,12,176134,1
Female,33,66296,Bachelor,772,11,317981,1
Female,49,34685,Bachelor,553,7,349834,0
Female,46,47959,Bachelor,438,38,470103,0
Male,50,57423,Bachelor,443,28,373581,1
Female,58,52018,Master,636,9,92719,0
Female,31,65672,Master,605,6,169040,1
Female,42,61412,Bachelor,658,3,47079,0
Female,25,46389,High School,602,33,223140,0
Female,44,70553,Bachelor,668,23,256930,1
Female,52,58224,Bachelor,449,16,174156,0
Female,39,40870,High School,341,29,351214,0
Female,24,28237,High School,829,33,189229,1
Female,53,32088,High School,566,28,290349,0
Female,64,59625,Bachelor,374,12,252024,0
Female,29,24309,High School,400,16,152806,0
Male,26,25272,Bachelor,413,13,126353,0
Male,67,55618,PhD,496,29,210966,1
Female,62,72438,Bachelor,739,7,239698,0
Female,52,38489,PhD,823,18,329478,0
Male,56,55399,High School,567,39,149166,1
Female,36,73819,Master,681,4,292848,1
Male,45,71497,Master,358,5,164078,0
Male,46,35891,Bachelor,453,23,365275,0
Male,25,51170,Bachelor,552,23,264762,1
Male,60,53758,High School,361,5,449643,0
Male,44,72891,Bachelor,490,5,380285,1
Female,22,67629,Bachelor,771,16,172652,1
Male,65,52123,Master,422,8,140979,0
Female,46,50641,Master,705,30,120693,1
Female,52,25530,High School,336,36,125783,0
Male,50,55680,Bachelor,443,37,251154,1
Male,49,53314,Bachelor,813,8,35922,1
Female,38,56357,Bachelor,740,20,344139,1
Male,27,58153,High School,462,23,235351,0
Male,59,44341,Bachelor,520,24,471859,0
Female,33,59107,Bachelor,315,2,201590,0
Female,28,55558,High School,493,34,495390,1
Male,36,49373,Bachelor,354,21,217888,0
Female,69,23492,Master,482,34,497864,0
Male,30,58075,High School,727,10,358612,1
Male,32,51894,Master,697,14,486483,1
Male,59,58231,Bachelor,504,27,281200,1
Female,53,46034,Bachelor,518,24,427602,0
Female,49,63131,Master,681,32,443541,0
Female,36,30869,Bachelor,399,36,206179,0
Female,32,70004,High School,794,32,461625,1
Female,55,50333,Bachelor,722,2,141909,1
Male,39,53148,Bachelor,370,29,92534,0
Male,66,34445,Bachelor,743,35,407548,1
Male,30,66518,High School,722,20,422455,1
Male,37,44373,High School,425,37,71014,0
Female,66,72242,Master,348,29,88135,0
Male,32,51581,Bachelor,688,17,235996,1
Female,24,63737,Master,390,29,456716,0
Male,39,67174,High School,487,19,241563,0
Female,60,43770,Bachelor,661,37,311800,0
Female,67,69966,High School,604,19,71578,0
Male,37,57197,Bachelor,796,24,57831,1
Male,36,46336,Bachelor,672,19,337982,1
Male,44,78245,High School,849,12,265398,1
Male,25,68184,Bachelor,360,1,63851,1
Female,35,61078,Bachelor,676,1,62076,1
Male,27,34067,High School,522,25,283238,0
Male,67,67720,Master,690,22,422204,1
Female,66,58024,High School,374,37,344616,0
Male,58,48133,Bachelor,350,30,221503,0
Male,52,64333,High School,362,4,252543,1
Male,32,41273,Bachelor,469,3,219887,0
Male,40,43766,High School,542,25,201566,1
Male,29,31868,Bachelor,583,22,437078,1
Female,66,66760,Master,767,20,441776,0
Male,44,26569,PhD,483,8,107313,0
Male,23,52584,High School,487,10,31603,1
Male,41,54967,Bachelor,607,3,482078,1
Male,39,56947,Bachelor,479,24,277269,0
Male,26,39067,Master,340,17,450120,0
Female,27,45285,Master,826,13,177632,1
Male,20,63207,High School,724,29,141187,1
Female,23,62792,High School,376,31,10347,0
Female,43,71067,Bachelor,318,30,144790,0
Male,62,45873,PhD,643,16,16045,1
Male,31,41149,High School,849,17,99542,1
Male,53,78979,High School,586,2,73148,1
Male,59,81186,Master,711,1,466039,1
Female,36,60204,Master,427,12,201582,0
Male,65,23680,High School,759,36,398845,1
Male,56,54480,Bachelor,613,3,338196,1
Male,40,36620,High School,371,29,225555,0
Male,22,51347,Bachelor,791,14,85648,0
Male,61,52478,High School,727,9,455319,1
Male,32,68131,Bachelor,771,5,260150,1
Female,47,36106,High School,471,30,199584,1
Female,50,79138,High School,324,31,215057,0
Male,55,42751,High School,734,17,146197,1
Male,36,27085,High School,683,12,146672,1
Male,22,19208,Bachelor,560,8,43263,0
Female,26,54474,Bachelor,477,29,190818,0
Male,24,46207,Master,721,24,282862,1
Female,41,47133,Bachelor,595,34,51832,1
Male,58,61731,High School,638,15,265699,0
Male,33,33672,High School,717,15,253483,0
Male,54,44607,High School,681,13,473225,1
Male,27,65517,High School,470,27,148755,1
Female,38,40970,Bachelor,563,26,187810,1
Female,38,70712,High School,835,35,331296,1
Male,64,43948,PhD,445,17,96842,1
Male,32,43866,High School,404,29,306427,1
Female,30,63842,Master,737,28,397166,1
Female,69,50401,Master,503,14,24280,0
Female,67,52073,Master,796,0,191467,0
Female,24,38339,High School,421,36,129170,0
Male,57,45031,High School,547,6,253569,0
Female,25,37036,High School,454,20,77174,0
Male,60,43350,Bachelor,405,23,461190,0
Female,58,38416,Bachelor,707,37,105808,0
Female,55,62959,Bachelor,682,24,286116,0
Female,69,30384,Bachelor,743,25,482992,1
Female,19,33224,Bachelor,446,3,323586,0
Female,54,25087,High School,816,13,97974,1
Male,39,67512,Bachelor,499,30,452579,1
Male,21,55291,Bachelor,804,15,439381,1
Female,69,35021,Master,516,39,476531,0
Female,64,74356,PhD,702,11,486030,1
Male,24,50714,High School,609,3,352530,1
Female,18,59168,High School,310,35,375209,0
Female,36,43805,Bachelor,507,18,457877,0
Male,47,72428,High School,392,27,421025,0
Female,67,28465,High School,534,1,154478,0
Female,19,23719,High School,676,7,143496,0
Male,30,51933,Master,430,37,63082,0
Male,45,38249,Bachelor,346,36,306636,0
Male,31,47120,Bachelor,531,18,313741,1
Female,20,38205,High School,514,7,280782,0
Male,33,31702,PhD,603,14,144276,0
Male,42,55121,Bachelor,779,37,359876,1
Male,63,15000,Master,821,32,456876,1
Male,64,48184,Master,594,12,278395,1
Male,20,56640,Master,331,20,24241,0
Male,51,49974,Bachelor,491,0,159948,0
